鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
金寧鄉,房地(土地+建物),金門縣金寧鄉頂堡61~90號,44.67,其他,,,1050525,土地1建物0車位0,二層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1050427,90.66,2,2,2,有,無,5600000,61769,,0.0,0,建物於取得使用執照前已辦理變更起造人，本次僅移轉土地,RPRNMLMJOHLFFAW96DA
金寧鄉,房地(土地+建物),金門縣金寧鄉頂堡61~90號,44.67,其他,,,1050525,土地1建物0車位0,三層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1050427,90.66,2,2,2,有,無,6500000,71696,,0.0,0,建物於取得使用執照前已辦理變更起造人，本次僅移轉土地,RPSNMLMJOHLFFAW07DA
金城鎮,土地,山前段781~810地號,2335.0,農,,,1050527,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3530520,1512,,0.0,0,向政府機關承購之案件。,RPQNMLLJOHLFFAW76DA
金城鎮,土地,中一段571~600地號,714.64,住,,,1050530,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21430000,29987,,0.0,0,,RPRNMLQJOHLFFAW27CA
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮市港三路211~240號,12.52,住,,,1050408,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041125,98.49000000000001,1,2,1,有,有,5550000,73385,坡道平面,32.4,700000,車位土地持分20/100000，面積0.35平方公尺。車位公設持分626/100000，面積32.4平方公尺。,RPXNMLQKOHLFFAW97CA
金湖鎮,房地(土地+建物),金門縣金湖鎮市港三路211~240號,23.57,住,,,1050419,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041125,131.67000000000002,3,2,2,有,有,8080000,61366,,0.0,0,,RPQOMLQKOHLFFAW37CA
金城鎮,房地(土地+建物),金門縣金城鎮莒光路85巷1~30號,62.89,住,,,1050509,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0780630,127.4,4,1,3,有,無,12000000,94192,,0.0,0,,RPPNMLOKOHLFFAW96CA
金寧鄉,土地,埔后村段31~60地號,38.33,住,,,1050530,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,20871,,0.0,0,增值稅280265元由權利人負擔,RPQNMLOJOHLFFAW96CA
金寧鄉,土地,寧湖二劃測段151~180地號,2500.04,農,,,1050524,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,36000000,14400,,0.0,0,,RPRNMLOJOHLFFAW07CA
烈嶼鄉,土地,沙溪測段1111~1140地號,4201.47,農,,,1050506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2604911,620,,0.0,0,二親等間買賣,RPPNMLPKOHLFFAW07CA
金湖鎮,房地(土地+建物),金門縣金湖鎮赤東路1~30號,17.7,住,,,1050523,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041201,96.11,2,2,1,有,有,5000000,52024,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLLLOHLFFAW76CA
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮赤東路1~30號,19.76,住,,,1050523,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041201,123.25,3,2,1,有,有,7700000,70663,坡道平面,23.48,650000,,RPQNMLLLOHLFFAW86CA
金湖鎮,房地(土地+建物),金門縣金湖鎮赤東路1~30號,17.86,住,,,1050527,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041201,103.53,3,2,2,有,有,6600000,63750,,0.0,0,增值稅65480由買方繳,RPRNMLPKOHLFFAW27CA
金湖鎮,房地(土地+建物),金門縣金湖鎮山外1~30號,43.13,住,,,1050512,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0730215,120.0,3,2,3,有,無,5000000,41667,,0.0,0,,RPQNMLMLOHLFFAW96CA
金寧鄉,土地,慈湖段331~360地號,3796.47,農,,,1050505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,3161,,0.0,0,,RPROMLQKOHLFFAW47CA
金沙鎮,土地,北九十劃段181~210地號,771.77,農,,,1050524,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2710000,3511,,0.0,0,親友買賣,RPSOMLQKOHLFFAW57CA
金城鎮,土地,祥和段121~150地號,16.65,住,,,1050607,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,847485,50900,,0.0,0,,RPSNMLOKOHLFFAW37DA
金沙鎮,房地(土地+建物),金門縣金沙鎮浦邊31~60號,159.75,其他,,,1050325,土地1建物1車位0,全,一層,透天厝,住家用,見其他登記事項,0400606,83.62,4,1,0,有,無,1038375,12418,,0.0,0,親友交易,RPQNMLPKOHLFFAW27DA
金湖鎮,房地(土地+建物),金門縣金湖鎮市港三路211~240號,19.93,住,,,1050513,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041125,110.27,2,2,2,有,有,5920000,53686,,0.0,0,,RPUNMLPJPHLFFAW57CA
金湖鎮,房地(土地+建物)+車位,金門縣金湖鎮市港三路211~240號,12.52,住,,,1050426,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041125,98.43,1,2,1,有,有,4980000,66333,坡道平面,32.4,600000,車位土地持分20/100000，面積0.35平方公尺。車位公設持分626/100000，面積32.4平方公尺。,RPVNMLPJPHLFFAW67CA
金沙鎮,土地,北九十劃段121~150地號,976.13,農,,,1050420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2700000,2766,,0.0,0,,RPROMLLKPHLFFAW07CA
金寧鄉,土地,慈湖段331~360地號,4000.0,農,,,1050505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,3000,,0.0,0,,RPPOMLQKOHLFFAW27CA
金寧鄉,土地,寧湖二劃測段871~900地號,640.14,其他,,,1050602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22200000,34680,,0.0,0,,RPQNMLQKOHLFFAW27CA
金城鎮,房地(土地+建物)+車位,金門縣金城鎮金門城151~180號,68.56,其他,,,1050527,土地1建物1車位1,二層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1050205,480.51,3,2,2,有,無,14908000,30655,坡道平面,13.76,600000,,SPRNMLQKOHLFFAW47CA
金城鎮,土地,旗牌段121~150地號,630.0,農,,,1050605,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,5079,,0.0,0,,RPRNMLRKOHLFFAW47CA
金寧鄉,房地(土地+建物),金門縣金寧鄉湖下1~30號,57.57,其他,,,1050510,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1050401,100.5,3,2,2,有,無,7200000,71642,,0.0,0,,RPSNMLRKOHLFFAW57CA
金寧鄉,房地(土地+建物),金門縣金寧鄉湖下1~30號,53.22,其他,,,1050510,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1050401,89.84,3,2,2,有,無,6300000,70125,,0.0,0,,RPTNMLRKOHLFFAW67CA
