編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPXNMLTLJHNFFAN17CA,21,154.59,住商用,鋼筋混凝土造,86年4月2日,十六層,一層 二層 三層 四層
RPXNMLTLJHNFFAN17CA,21,29.04,見其他登記事項,鋼筋混凝土造,86年4月2日,十六層,
RPWNMLLMJHNFFCN56CA,24,160.16,住家用,鋼筋混凝土造,82年9月27日,四層,一層 二層 三層 四層
RPRNMLRLJHNFFAN98CA,44,105.60,住家用,鋼筋混凝土加強磚造,62年11月22日,二層,一層 二層 騎樓
RPUNMLRKJHNFFDN86CA,42,103.04,住商用,鋼筋混凝土加強磚造,65年5月25日,三層,一層 二層 三層 騎樓
RPQNMLPJJHNFFCN68CA,9,1081.77,工業用,見其他登記事項,97年9月1日,一層,一層
RPQNMLRKJHNFFDN09CA,9,65.09,見其他登記事項,鋼筋混凝土造,97年12月1日,五層,一層 二層
RPQNMLRKJHNFFDN09CA,9,20.80,見其他登記事項,鋼筋混凝土造,97年12月1日,五層,
RPQNMLKMJHNFFDN58CA,35,641.49,工業用,鋼造,72年2月9日,一層,一層
RPQNMLKMJHNFFDN58CA,39,1324.95,工業用,鋼筋混凝土加強磚造,68年3月31日,一層,一層
RPQNMLKMJHNFFDN58CA,37,176.64,見其他登記事項,見其他登記事項,69年5月14日,二層,一層 二層
RPQNMLKMJHNFFDN58CA,30,1054.50,住工用,鋼筋混凝土造,77年2月13日,二層,一層 二層 地下層
RPVNMLTJJHNFFGN37CA,22,86.56,住家用,鋼筋混凝土造,84年8月28日,十層,二層
RPVNMLTJJHNFFGN37CA,22,35.39,見其他登記事項,鋼筋混凝土造,84年8月28日,十層,
RPTNMLPLJHNFFBN09CA,,192.86,住家用,鋼筋混凝土造,106年10月26日,四層,一層 二層 三層 四層
RPSNMLPLJHNFFBN98CA,,192.86,住家用,鋼筋混凝土造,106年10月26日,四層,一層 二層 三層 四層
RPSNMLRKJHNFFHN07CA,,160.17,見其他登記事項,鋼筋混凝土造,106年6月3日,三層,一層 二層 三層 屋頂突出物
RPPNMLSJJHNFFDN09DA,,247.08,見其他登記事項,鋼筋混凝土造,106年10月13日,四層,一層 二層 三層 四層
RPPNMLSJJHNFFDN09DA,,.69,共有部分,鋼筋混凝土造,106年10月13日,一層,
RPQNMLSJJHNFFDN56DA,,246.74,見其他登記事項,鋼筋混凝土造,106年10月13日,四層,一層 二層 三層 四層
RPQNMLSJJHNFFDN56DA,,.69,共有部分,鋼筋混凝土造,106年10月13日,一層,
RPWNMLSKJHNFFDN27DA,,253.34,見其他登記事項,鋼筋混凝土造,106年7月28日,四層,一層 二層 三層 四層 屋頂突出物
RPPOMLPKJHNFFBN78DA,41,98.80,住商用,鋼筋混凝土加強磚造,66年3月14日,二層,一層 二層
RPVNMLSJJHNFFAN76DA,41,184.26,住工用,加強磚造,65年6月3日,二層,一層 二層 騎樓
RPUNMLRKJHNFFHN27CA,38,108.36,住商用,磚造,69年5月10日,二層,一層 二層 騎樓
RPQNMLLKJHNFFAN28DA,36,34.71,見其他登記事項,鋼筋混凝土造,70年12月31日,十一層,十層
RPQNMLLKJHNFFAN28DA,36,5.86,見其他登記事項,鋼筋混凝土造,70年12月31日,十一層,
RPQNMLLKJHNFFAN28DA,36,.25,見其他登記事項,鋼筋混凝土造,70年12月31日,十一層,
RPQNMLTJJHNFFHN96CA,28,121.74,住商用,鋼筋混凝土造,78年7月7日,三層,一層 二層 三層 騎樓
RPUNMLTKJHNFFFN27CA,58,139.56,住家用,見其他登記事項,49年1月1日,一層,一層
RPQNMLLKJHNFFFN68CA,,207.68,見其他登記事項,鋼筋混凝土造,106年7月3日,四層,一層 二層 三層 四層
RPSNMLTJJHNFFBN56CA,38,112.40,住家用,加強磚造,68年12月15日,二層,一層 二層
RPPOMLLMJHNFFCN58CA,20,178.04,住家用,鋼筋混凝土造,86年12月11日,四層,一層 二層 三層 四層
RPQOMLTJJHNFFDN66CA,2,246.98,見其他登記事項,鋼筋混凝土造,105年5月16日,五層,一層 二層 三層 四層 五層
RPQOMLTJJHNFFDN66CA,2,1.53,見其他登記事項,鋼筋混凝土造,105年5月17日,二層,
RPTNMLTJJHNFFBN66CA,7,25.00,農舍,見其他登記事項,99年8月20日,一層,一層
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,七層
RPRNMLLKJHNFFFN78CA,26,42.57,見其他登記事項,鋼筋混凝土造,81年1月24日,八層,
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,二層
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,三層
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,四層
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,五層
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,六層
RPRNMLLKJHNFFFN78CA,26,162.84,見其他登記事項,鋼筋混凝土造,81年1月24日,八層,地下層
RPRNMLLKJHNFFFN78CA,26,131.63,見其他登記事項,鋼筋混凝土造,81年1月24日,八層,一層 騎樓
RPRNMLLKJHNFFFN78CA,26,129.22,商業用,鋼筋混凝土造,81年1月24日,八層,八層
RPWNMLSKJHNFFBN96CA,37,123.30,住家用,加強磚造,70年2月16日,二層,一層 二層 騎樓
RPWNMLMLJHNFFAN98CA,24,154.74,住家用,鋼筋混凝土造,82年8月6日,三層,一層 二層 三層 騎樓
RPTNMLQLJHNFFAN09CA,23,7.65,停車空間,鋼筋混凝土造,83年6月23日,十三層,
RPTNMLQLJHNFFAN09CA,23,119.38,住家用,鋼筋混凝土造,83年6月23日,十三層,四層
RPTNMLQLJHNFFAN09CA,23,21.40,見其他登記事項,鋼筋混凝土造,83年6月23日,十三層,
RPRNMLTJJHNFFCN56CA,43,90.52,住家用,加強磚造,63年10月12日,二層,一層 二層
RPPNMLOKJHNFFCN58CA,4,296.77,見其他登記事項,鋼筋混凝土造,103年1月16日,五層,一層 二層 三層 四層 五層 騎樓 見其他登記事項
RPOOMLSKJHNFFAN78CA,11,178.68,見其他登記事項,鋼筋混凝土造,95年7月28日,四層,一層 二層 三層 四層
RPVNMLRKJHNFFBN76CA,37,110.40,住家用,加強磚造,69年6月3日,二層,一層 二層 騎樓
RPROMLSKJHNFFAN09CA,23,102.96,住家用,鋼筋混凝土造,83年7月29日,十三層,二層
RPROMLSKJHNFFAN09CA,23,38.41,見其他登記事項,鋼筋混凝土造,83年7月29日,十三層,
RPWOMLKKJHNFFAN78CA,,146.99,見其他登記事項,鋼筋混凝土造,106年10月12日,三層,一層 二層 三層 屋頂突出物
RPOPMLKKJHNFFAN08CA,43,45.45,住家用,鋼筋混凝土加強磚造,63年8月12日,三層,一層 二層 三層
RPOPMLKKJHNFFAN08CA,43,45.45,住家用,鋼筋混凝土加強磚造,63年8月12日,三層,一層 二層 三層
RPPNMLLMJHNFFAN28CA,37,157.30,住家用,加強磚造,69年12月20日,二層,一層 二層
RPPNMLOKJHNFFAN38CA,1,193.76,住家用,鋼筋混凝土造,106年1月4日,四層,一層 二層 三層 四層
RPOOMLMJKHNFFAN18CA,10,199.44,見其他登記事項,鋼筋混凝土造,96年10月31日,四層,一層 二層 三層 四層
RPSOMLSKJHNFFAN56CA,13,252.13,住家用,鋼筋混凝土造,94年1月14日,四層,一層 二層 三層 四層 騎樓
RPTNMLSKJHNFFAN56CA,1,307.94,住家用,鋼筋混凝土造,105年7月26日,四層,一層 二層 三層 四層
RPQOMLSKJHNFFAN98CA,37,71.51,住家用,鋼筋混凝土造,69年12月29日,六層,三層
RPQNMLMKJHNFFBN38CA,5,174.36,見其他登記事項,鋼筋混凝土造,102年1月3日,四層,一層 二層 三層 四層
RPPNMLKKJHNFFCN18CA,43,68.88,住家用,加強磚造,64年5月18日,二層,一層 二層
RPPNMLLKJHNFFCN28CA,,197.74,見其他登記事項,鋼筋混凝土造,106年6月16日,四層,一層 二層 三層 四層
RPWNMLPJKHNFFAN56CA,,256.26,見其他登記事項,鋼筋混凝土造,106年10月20日,四層,一層 二層 三層 四層
RPOOMLTLJHNFFDN66CA,35,62.97,住家用,鋼筋混凝土造,72年2月5日,四層,三層
RPTNMLLKJHNFFDN78CA,22,86.82,住家用,鋼筋混凝土造,85年2月12日,十三層,八層
RPTNMLLKJHNFFDN78CA,22,34.81,見其他登記事項,鋼筋混凝土造,85年2月12日,十三層,
RPOOMLQJKHNFFDN88CA,10,23.45,見其他登記事項,鋼筋混凝土造,97年4月3日,七層,
RPOOMLQJKHNFFDN88CA,10,60.89,住家用,鋼筋混凝土造,97年4月3日,七層,三層 機械房
RPOOMLQJKHNFFDN88CA,10,11.26,見其他登記事項,鋼筋混凝土造,97年4月3日,七層,
RPWNMLNLJHNFFCN66CA,1,145.01,見其他登記事項,鋼筋混凝土造,105年11月21日,三層,一層 二層 三層 屋頂突出物
RPQNMLPKJHNFFEN09DA,,133.26,住家用,鋼筋混凝土造,106年6月13日,三層,一層 二層 三層 見其他登記事項
RPRNMLPKJHNFFEN56DA,,137.12,住家用,鋼筋混凝土造,106年6月13日,三層,一層 二層 三層 見其他登記事項
RPPNMLLKJHNFFFN68DA,35,78.16,住商用,加強磚造,71年9月3日,二層,一層 二層
RPTNMLLJKHNFFFN98CA,24,1202.64,見其他登記事項,見其他登記事項,82年10月22日,一層,一層 地下層
RPROMLMLJHNFFHN66CA,,170.46,住家用,鋼筋混凝土造,106年10月19日,三層,一層 二層 三層 屋頂突出物
RPQOMLMLJHNFFHN56CA,,170.46,住家用,鋼筋混凝土造,106年10月19日,三層,一層 二層 三層 屋頂突出物
RPSOMLMLJHNFFHN76CA,,170.46,住家用,鋼筋混凝土造,106年10月19日,三層,一層 二層 三層 屋頂突出物
RPTOMLMLJHNFFHN86CA,,190.86,住家用,鋼筋混凝土造,106年10月19日,四層,一層 二層 三層 四層
RPUOMLMLJHNFFHN96CA,,173.44,住家用,鋼筋混凝土造,106年10月19日,三層,一層 二層 三層 屋頂突出物
RPQNMLPKJHNFFGN56CA,33,165.13,住商用,鋼筋混凝土造,73年12月11日,四層,一層 二層 三層 四層 騎樓
RPVOMLMLJHNFFHN07CA,,170.46,住家用,鋼筋混凝土造,106年10月19日,三層,一層 二層 三層 屋頂突出物
RPXNMLPKJHNFFEN07CA,,172.10,見其他登記事項,鋼筋混凝土造,106年7月28日,三層,一層 二層 三層 見其他登記事項
RPPNMLKMJHNFFHN88CA,3,234.41,見其他登記事項,鋼筋混凝土造,104年5月19日,四層,一層 二層 三層 四層 騎樓
RPRNMLLMJHNFFDN78CA,24,84.15,住家用,鋼筋混凝土造,82年9月10日,七層,七層
RPRNMLLMJHNFFDN78CA,24,22.20,共有部分,鋼筋混凝土造,82年9月10日,七層,
RPRNMLLMJHNFFDN78CA,24,22.09,共有部分,鋼筋混凝土造,82年9月10日,七層,
RPRNMLPJKHNFFHN76CA,36,113.06,工業用,加強磚造,70年10月17日,二層,一層 二層
RPVNMLPKJHNFFEN86CA,,169.20,見其他登記事項,鋼筋混凝土造,106年7月28日,三層,一層 二層 三層 見其他登記事項
RPVNMLPKJHNFFEN86CA,,172.10,見其他登記事項,鋼筋混凝土造,106年7月28日,三層,一層 二層 三層 見其他登記事項
RPVNMLMKJHNFFDN09CA,1,201.37,見其他登記事項,鋼筋混凝土造,106年3月7日,四層,一層 二層 三層 四層 屋頂突出物
RPPNMLMLJHNFFDN58CA,26,79.71,住家用,鋼筋混凝土造,80年11月16日,九層,六層
RPPNMLMLJHNFFDN58CA,26,9.79,停車空間,鋼筋混凝土造,80年11月16日,九層,
RPPNMLMLJHNFFDN58CA,26,9.59,共有部分,鋼筋混凝土造,80年11月16日,九層,
RPPNMLMLJHNFFDN58CA,26,8.85,共有部分,鋼筋混凝土造,80年11月16日,九層,
RPXNMLMKJHNFFDN66CA,1,293.25,見其他登記事項,鋼筋混凝土造,105年8月3日,四層,一層 二層 三層 四層
RPTNMLSJKHNFFDN86CA,2,244.92,見其他登記事項,鋼筋混凝土造,104年11月6日,四層,一層 二層 三層 四層
RPSNMLLKJHNFFCN58CA,25,104.90,住家用,鋼筋混凝土造,81年7月2日,七層,四層
RPSNMLLKJHNFFCN58CA,25,31.21,見其他登記事項,鋼筋混凝土造,81年7月2日,七層,
RPSNMLLKJHNFFCN58CA,25,103.54,住家用,鋼筋混凝土造,81年7月2日,七層,四層
RPSNMLLKJHNFFCN58CA,25,21.15,見其他登記事項,鋼筋混凝土造,81年7月2日,七層,
RPSNMLLKJHNFFCN58CA,25,7.55,停車空間,鋼筋混凝土造,81年7月2日,七層,
RPSNMLLKJHNFFCN58CA,25,39.94,見其他登記事項,鋼筋混凝土造,81年7月2日,七層,
RPRPMLSKJHNFFAN56CA,29,75.33,住家用,鋼筋混凝土造,77年7月26日,五層,一層
RPRPMLSKJHNFFAN56CA,29,8.96,見其他登記事項,鋼筋混凝土造,77年7月26日,五層,
RPUNMLPKJHNFFAN98CA,19,91.54,住家用,鋼筋混凝土造,88年1月11日,五層,三層
RPUOMLLKJHNFFAN68CA,31,79.02,住家用,鋼筋混凝土造,76年4月30日,五層,四層
RPPNMLRKJHNFFAN68CA,1,183.74,見其他登記事項,鋼筋混凝土造,105年11月25日,三層,一層 二層 三層 屋頂突出物
RPQNMLQLJHNFFBN88CA,1,190.53,見其他登記事項,鋼筋混凝土造,105年11月16日,三層,一層 二層 三層 見其他登記事項
RPQNMLMKJHNFFAN28CA,42,48.80,住家用,見其他登記事項,65年1月2日,一層,一層
RPQNMLMKJHNFFAN28CA,42,48.80,住家用,見其他登記事項,65年1月2日,一層,一層
RPQNMLMKJHNFFAN28CA,42,48.80,住家用,見其他登記事項,65年1月2日,一層,一層
RPPNMLPKJHNFFAN48CA,37,62.15,住家用,鋼筋混凝土造,69年12月29日,六層,一層 夾層
RPWNMLQKJHNFFAN66CA,10,133.54,見其他登記事項,鋼筋混凝土造,96年9月18日,三層,一層 二層 三層
RPQOMLPJKHNFFBN78CA,27,91.82,住家用,鋼筋混凝土造,80年4月25日,五層,五層
RPQOMLPJKHNFFBN78CA,27,23.51,見其他登記事項,鋼筋混凝土造,80年4月25日,五層,
RPRNMLQKJHNFFAN78CA,8,272.52,住家用,鋼筋混凝土造,98年8月21日,四層,一層 二層 三層 四層
RPSNMLPKJHNFFAN78CA,6,248.72,住家用,鋼筋混凝土造,101年1月2日,四層,一層 二層 三層 四層
RPVOMLSKJHNFFAN86CA,13,226.01,見其他登記事項,鋼筋混凝土造,93年10月26日,五層,一層 二層 三層 四層 地下一層
RPWNMLRKJHNFFBN86CA,,174.28,見其他登記事項,鋼筋混凝土造,106年8月9日,三層,一層 二層 三層 見其他登記事項
RPOOMLQJKHNFFAN58CA,82,55.07,住家用,木造,25年1月1日,一層,一層
RPTOMLQJKHNFFAN09CA,29,8.07,住家用,鋼筋混凝土造,78年6月14日,三層,一層 二層 三層
RPWNMLSJKHNFFAN86CA,,183.69,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPVNMLSJKHNFFAN76CA,,202.33,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPSNMLSJKHNFFAN09CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPUNMLSJKHNFFAN66CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPOOMLSJKHNFFAN78CA,,198.74,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPTNMLSJKHNFFAN56CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLSJKHNFFAN98CA,,202.33,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPXNMLSJKHNFFAN96CA,,200.56,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPPNMLSJKHNFFAN78CA,,197.72,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPWNMLRJKHNFFAN76CA,,197.72,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPTOMLSJKHNFFAN66CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPWOMLSJKHNFFAN96CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPUOMLSJKHNFFAN76CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPVOMLSJKHNFFAN86CA,,189.32,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPOPMLSJKHNFFAN88CA,,201.95,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPXOMLSJKHNFFAN07CA,,192.61,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPTNMLLKJHNFFHN56CA,30,110.70,住商用,鋼筋混凝土造,76年7月20日,二層,一層 二層 騎樓
RPPNMLSKJHNFFEN56CA,7,201.04,住家用,鋼筋混凝土造,100年5月2日,三層,一層 二層 三層
RPWNMLMLJHNFFHN07CA,,172.70,住家用,鋼筋混凝土造,106年8月11日,三層,一層 二層 三層 屋頂突出物
RPTNMLSKJHNFFEN96CA,32,165.61,住商用,鋼筋混凝土造,75年5月2日,三層,一層 二層 三層 騎樓
RPOOMLMLJHNFFHN98CA,,181.17,住家用,鋼筋混凝土造,106年8月11日,三層,一層 二層 三層 屋頂突出物
RPXNMLMLJHNFFHN17CA,,177.03,住家用,鋼筋混凝土造,106年8月11日,三層,一層 二層 三層 屋頂突出物
RPSNMLSKJHNFFHN17CA,1,165.46,見其他登記事項,鋼筋混凝土造,106年7月10日,三層,一層 二層 三層 屋頂突出物
RPSNMLPKJHNFFEN66DA,1,137.12,住家用,鋼筋混凝土造,106年6月13日,三層,一層 二層 三層 見其他登記事項
RPUNMLQKJHNFFGN07CA,2,197.28,住家用,鋼筋混凝土造,105年5月27日,四層,一層 二層 三層 四層 騎樓
RPPNMLPKJHNFFEN98DA,1,135.94,住家用,鋼筋混凝土造,106年6月13日,三層,一層 二層 三層 見其他登記事項
RPSOMLSJKHNFFDN86CA,22,126.75,見其他登記事項,鋼筋混凝土造,84年8月21日,十六層,十三層
RPSOMLSJKHNFFDN86CA,22,10.82,見其他登記事項,鋼筋混凝土造,84年8月21日,十六層,
RPSOMLSJKHNFFDN86CA,22,21.21,見其他登記事項,鋼筋混凝土造,84年8月21日,十六層,
RPSOMLSJKHNFFDN86CA,22,16.75,見其他登記事項,鋼筋混凝土造,84年8月21日,十五層,
RPRNMLRJKHNFFCN56DA,27,179.37,住商用,鋼筋混凝土造,80年3月11日,四層,一層 二層 三層 四層 騎樓
RPTNMLQKJHNFFGN96CA,39,89.43,住商用,見其他登記事項,67年9月13日,二層,一層 二層 騎樓
RPQNMLNLJHNFFEN88CA,75,148.72,商業用,磚造,32年6月1日,二層,一層 二層 騎樓
RPSNMLRKJHNFFEN76CA,46,115.60,住家用,鋼筋混凝土加強磚造,61年5月1日,二層,一層 二層
RPPNMLSLJHNFFEN66CA,,162.02,見其他登記事項,鋼筋混凝土造,106年8月1日,三層,一層 二層 三層 見其他登記事項
RPWNMLTJKHNFFDN27CA,1,186.31,見其他登記事項,鋼筋混凝土造,106年5月17日,四層,一層 二層 三層 四層
RPXNMLTJKHNFFDN37CA,1,186.31,見其他登記事項,鋼筋混凝土造,106年5月17日,四層,一層 二層 三層 四層
RPOOMLTJKHNFFDN56CA,1,175.50,見其他登記事項,鋼筋混凝土造,106年5月17日,四層,一層 二層 三層 四層
RPPNMLSLJHNFFDN56CA,23,72.20,住家用,鋼筋混凝土造,84年3月6日,七層,七層
RPPNMLSLJHNFFDN56CA,23,19.50,見其他登記事項,鋼筋混凝土造,84年3月6日,七層,
RPQNMLSLJHNFFDN66CA,24,80.17,住家用,鋼筋混凝土造,82年12月15日,七層,六層
RPQNMLSLJHNFFDN66CA,24,26.12,見其他登記事項,鋼筋混凝土造,82年12月15日,七層,
RPQNMLSLJHNFFDN66CA,24,9.95,共有部分,鋼筋混凝土造,82年12月15日,七層,
RPPNMLPKJHNFFCN68CA,21,156.21,見其他登記事項,鋼筋混凝土造,86年3月21日,七層,一層 二層 三層 騎樓
RPPNMLPKJHNFFCN68CA,21,54.63,見其他登記事項,鋼筋混凝土造,86年3月21日,七層,
RPTNMLTJKHNFFCN86CA,24,144.75,住家用,鋼筋混凝土造,82年7月27日,三層,一層 二層 三層
RPTPMLSJKHNFFAN76CA,,202.58,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPRPMLSJKHNFFAN56CA,,196.24,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPSNMLMLJHNFFFN09CA,1,250.26,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPQPMLSJKHNFFAN09CA,,196.24,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPSPMLSJKHNFFAN66CA,,196.24,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPPPMLSJKHNFFAN98CA,,201.95,見其他登記事項,鋼筋混凝土造,106年9月11日,四層,一層 二層 三層 四層 見其他登記事項
RPPNMLMLJHNFFFN78CA,11,621.73,見其他登記事項,鋼筋混凝土造,96年4月30日,四層,一層 二層 三層 四層 地下一層 見其他登記事項
RPUNMLSKJHNFFBN76CA,21,80.45,見其他登記事項,鋼筋混凝土造,86年2月3日,九層,九層
RPUNMLSKJHNFFBN76CA,21,15.00,停車空間,鋼筋混凝土造,86年2月3日,九層,
RPUNMLSKJHNFFBN76CA,21,25.28,見其他登記事項,鋼筋混凝土造,86年2月3日,九層,
RPQNMLQKJHNFFBN78CA,50,78.86,住家用,見其他登記事項,57年2月1日,二層,一層 二層
RPRNMLQKJHNFFBN88CA,24,182.00,住家用,鋼筋混凝土造,83年5月9日,四層,一層 二層 三層 四層 騎樓
RPXNMLMLJHNFFAN09CA,39,104.64,住家用,鋼筋混凝土造,68年6月4日,三層,三層
RPVNMLOLJHNFFBN56CA,,167.36,見其他登記事項,鋼筋混凝土造,106年9月22日,三層,一層 二層 三層 見其他登記事項
RPVNMLRKJHNFFAN66CA,,191.32,見其他登記事項,鋼筋混凝土造,106年9月21日,三層,一層 二層 三層 屋頂突出物
RPOPMLSKJHNFFAN88CA,22,.03,見其他登記事項,鋼筋混凝土造,84年8月24日,八層,
RPOPMLSKJHNFFAN88CA,22,95.49,住家用,鋼筋混凝土造,84年8月24日,八層,五層
RPOPMLSKJHNFFAN88CA,22,16.70,見其他登記事項,鋼筋混凝土造,84年8月24日,八層,
RPOPMLSKJHNFFAN88CA,22,25.38,見其他登記事項,鋼筋混凝土造,84年8月24日,八層,
RPTOMLSKJHNFFAN66CA,21,78.64,住家用,鋼筋混凝土造,85年7月29日,十四層,四層
RPTOMLSKJHNFFAN66CA,21,12.13,見其他登記事項,鋼筋混凝土造,85年7月29日,十四層,
RPTOMLSKJHNFFAN66CA,21,11.17,見其他登記事項,鋼筋混凝土造,85年7月29日,十四層,
RPOOMLRKJHNFFAN68CA,,189.10,見其他登記事項,鋼筋混凝土造,106年9月21日,三層,一層 二層 三層 屋頂突出物
RPQNMLMLJHNFFBN48CA,,172.22,住家用,鋼筋混凝土造,106年11月23日,四層,一層 二層 三層 四層
RPRNMLMLJHNFFBN58CA,,310.29,見其他登記事項,鋼筋混凝土造,106年11月23日,五層,一層 二層 三層 四層 五層 見其他登記事項
RPWNMLNLJHNFFAN09CA,22,389.32,住家用,鋼筋混凝土造,84年8月17日,四層,一層 二層 三層 四層
RPPNMLMLJHNFFBN38CA,,178.76,住家用,鋼筋混凝土造,106年11月23日,四層,一層 二層 三層 四層
RPTNMLNLJHNFFAN78CA,16,37.16,見其他登記事項,鋼筋混凝土造,90年11月29日,八層,八層
RPTNMLNLJHNFFAN78CA,16,20.51,見其他登記事項,鋼筋混凝土造,90年11月29日,八層,
RPPNMLPLJHNFFBN68CA,1,220.62,見其他登記事項,鋼筋混凝土造,106年5月4日,三層,一層 二層 三層 見其他登記事項
RPQNMLPLJHNFFBN78CA,1,184.84,見其他登記事項,鋼筋混凝土造,105年11月16日,三層,一層 二層 三層 見其他登記事項
RPVNMLPLJHNFFBN66CA,1,185.88,見其他登記事項,鋼筋混凝土造,106年5月4日,三層,一層 二層 三層 見其他登記事項
RPUNMLRKJHNFFBN66CA,19,92.63,住家用,鋼筋混凝土造,87年12月29日,二層,一層 二層
RPUNMLOLJHNFFBN09CA,3,213.49,住家用,鋼筋混凝土造,104年1月30日,四層,一層 二層 三層 四層
RPRNMLKMJHNFFBN48CA,18,342.45,農舍,鋼筋混凝土造,88年12月14日,三層,一層 二層 三層
RPSNMLSLJHNFFDN86CA,26,90.99,住商用,鋼筋混凝土造,80年11月4日,三層,一層 二層 三層 騎樓
RPWNMLTLJHNFFDN37CA,1,350.93,見其他登記事項,鋼筋混凝土造,106年4月18日,四層,一層 二層 三層 四層 屋頂突出物
RPPNMLQKJHNFFCN78CA,43,83.20,住家用,加強磚造,63年10月29日,二層,一層 二層
RPPNMLQKJHNFFCN78CA,43,83.28,住家用,加強磚造,63年10月19日,二層,一層 二層
RPXNMLLJKHNFFFN76CA,38,101.53,住家用,加強磚造,69年5月31日,二層,一層 二層 騎樓
RPTNMLMLJHNFFFN56CA,1,283.70,住宅,鋼筋混凝土造,105年12月30日,四層,一層 二層 三層 四層
RPUNMLTKJHNFFDN07CA,2,319.29,住家用,鋼筋混凝土造,104年11月26日,四層,一層 二層 三層 四層
RPVNMLRKJHNFFFN17CA,26,116.46,住家用,加強磚造,80年11月6日,二層,一層 二層
RPQNMLQKJHNFFEN09CA,,78.96,住商用,鋼筋混凝土加強磚造,,二層,一層 二層 騎樓
RPQNMLRKJHNFFHN86CA,,153.21,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPRNMLRKJHNFFHN96CA,,202.74,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPPNMLRKJHNFFHN76CA,,168.69,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPTNMLRKJHNFFHN17CA,,148.62,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPUOMLRKJHNFFHN37CA,,170.56,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPVNMLRKJHNFFHN37CA,,148.62,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPWNMLRKJHNFFHN47CA,,146.09,住家用,鋼筋混凝土造,106年9月8日,三層,一層 二層 三層 屋頂突出物
RPVNMLTKJHNFFFN37CA,23,208.10,見其他登記事項,鋼筋混凝土造,83年12月10日,四層,一層 二層 三層 四層 地下層
RPVNMLTKJHNFFFN37CA,23,15.25,見其他登記事項,鋼筋混凝土造,83年12月10日,四層,
RPSNMLPKJHNFFBN98DA,53,53.00,住家用,見其他登記事項,53年7月1日,一層,一層
